"canonical_name","native","nesting","sociality","foraging"
"anthidium porterae","","Multiple","Solitary",""
"anthidium psoraleae","native","Multiple","Solitary",""
"anthidium rodecki","","Multiple","Solitary",""
"anthidium rozeni","","Multiple","Solitary",""
"anthidium senile","","Multiple","Solitary",""
"anthidium sonorense","native","Multiple","Solitary","Generalist"
"anthidium taeniatum","","Multiple","Solitary",""
"anthidium tenuiflorae","native","Multiple","Solitary",""
"anthidium unicum","","Multiple","Solitary",""
"anthidium utahense","native","Multiple","Solitary",""
"anthidium venustum","","Multiple","Solitary",""
"anthophora abroniae","","Ground","Solitary",""
"anthophora abrupta","native","Ground","Solitary","Generalist"
"anthophora affabilis","","Ground","Solitary",""
"anthophora albata","","Ground","Solitary",""
"anthophora arthuri","","Ground","Solitary",""
"anthophora basalis","","Ground","Solitary",""
"anthophora biciliata","","Ground","Solitary",""
"anthophora bomboides","native","Ground","Solitary","Generalist"
"anthophora californica","native","Ground","Solitary","Generalist"
"anthophora capistrata","native","Ground","Solitary",""
"anthophora centriformis","native","Ground","Solitary","Generalist"
"anthophora cincreus","","Ground","Solitary",""
"anthophora cockerelli","","Ground","Solitary",""
"anthophora columbariae","","Ground","Solitary",""
"anthophora coptognatha","","Ground","Solitary",""
"anthophora crotchii","native","Ground","Solitary","Generalist"
"anthophora dammersi","","Ground","Solitary",""
"anthophora edwardsii","","Ground","Solitary",""
"anthophora erythrothorax","","Ground","Solitary",""
"anthophora estebana","","Ground","Solitary",""
"anthophora exigua","","Ground","Solitary",""
"anthophora fedorica","native","Ground","Solitary",""
"anthophora flavocincta","","Ground","Solitary",""
"anthophora flexipes","","Ground","Solitary",""
"anthophora forbesi","","Ground","Solitary",""
"anthophora fulvicauda","","Ground","Solitary",""
"anthophora furcata","introduced","Wood","Solitary",""
"anthophora harmalae","introduced","Ground","Solitary","Specialist"
"anthophora hololeuca","","Ground","Solitary",""
"anthophora krugeri","","Ground","Solitary",""
"anthophora lesquerellae","","Ground","Solitary",""
"anthophora linsleyi","","Ground","Solitary",""
"anthophora maculifrons","","Ground","Solitary","Generalist"
"anthophora marginata","","Ground","Solitary",""
"anthophora montana","native","Ground","Solitary","Generalist"
"anthophora mortuaria","","Ground","Solitary",""
"anthophora neglecta","","Ground","Solitary",""
"anthophora nigritula","","Ground","Solitary",""
"anthophora occidentalis","native","Ground","Solitary","Generalist"
"anthophora pachyodonta","","Ground","Solitary",""
"anthophora pacifica","native","Ground","Solitary","Generalist"
"anthophora perezi","","Ground","Solitary",""
"anthophora peritomae","","Ground","Solitary","Generalist"
"anthophora petrophila","","Ground","Solitary",""
"anthophora phaceliae","","Ground","Solitary",""
"anthophora phenax","","Ground","Solitary",""
"anthophora platti","","Ground","Solitary",""
"anthophora plumipes","introduced","Ground","Solitary","Generalist"
"anthophora porterae","","Ground","Solitary",""
"anthophora pygmaea","","Ground","Solitary",""
"anthophora raddei","","Ground","Solitary",""
"anthophora rhodothorax","","Ground","Solitary",""
"anthophora salazariae","","Ground","Solitary",""
"anthophora signata","","Ground","Solitary",""
"anthophora similis","","Ground","Solitary",""
"anthophora squammulosa","","Ground","Solitary",""
"anthophora terminalis","native","Ground","Solitary","Generalist"
"anthophora tricolor","","Ground","Solitary",""
"anthophora urbana","native","Ground","Solitary","Generalist"
"anthophora ursina","native","Ground","Solitary",""
"anthophora vallorum","","Ground","Solitary",""
"anthophora vannigera","","Ground","Solitary",""
"anthophora villosula","","Ground","Solitary",""
"anthophora walshii","native","Ground","Solitary","Generalist"
"anthophorula albata","","Ground","Communal",""
"anthophorula albicans","native","Ground","Communal",""
"anthophorula albovestita","","Ground","Communal",""
"anthophorula asteris","","Ground","Communal",""
"anthophorula beameri","","Ground","Communal",""
"anthophorula centralis","","Ground","Communal",""
"anthophorula cerei","","Ground","Communal",""
"anthophorula chionura","","Ground","Communal",""
"anthophorula chlorina","","Ground","Communal",""
"anthophorula cockerelli","","Ground","Communal",""
"anthophorula compactula","","Ground","Communal",""
"anthophorula completa","","Ground","Communal",""
"anthophorula consobrina","","Ground","Communal",""
"anthophorula cornigera","","Ground","Communal",""
"anthophorula crenulata","","Ground","Communal",""
"anthophorula deserticola","","Ground","Communal",""
"anthophorula eriogoni","","Ground","Communal",""
"anthophorula euphorbiae","","Ground","Communal",""
"anthophorula fuscicornis","","Ground","Communal",""
"anthophorula gutierreziae","","Ground","Communal",""
"anthophorula halli","","Ground","Communal",""
"anthophorula ignota","","Ground","Communal",""
"anthophorula imparilis","","Ground","Communal",""
"anthophorula interrupta","","Ground","Communal",""
"anthophorula micheneri","native","Ground","Communal",""
"anthophorula minima","","Ground","Communal",""
"anthophorula morgani","","Ground","Communal",""
"anthophorula morula","","Ground","Communal",""
"anthophorula nevadensis","","Ground","Communal",""
"anthophorula nitens","","Ground","Communal",""
"anthophorula palmarum","","Ground","Communal",""
"anthophorula parva","","Ground","Communal",""
"anthophorula pygmaea","","Ground","Communal",""
"anthophorula rozeni","","Ground","Communal",""
"anthophorula rufiventris","","Ground","Communal",""
"anthophorula scapalis","","Ground","Communal",""
"anthophorula sidae","","Ground","Communal",""
"anthophorula texana","","Ground","Communal",""
"anthophorula torticornis","","Ground","Communal",""
"anthophorula tricinctula","","Ground","Communal",""
"anthophorula varleyi","","Ground","Communal",""
"anthophorula yoloensis","","Ground","Communal",""
"apis mellifera","introduced","Open","Eusocial","Generalist"
"ashmeadiella altadenae","","Multiple","Solitary",""
"ashmeadiella aridula","","Multiple","Solitary",""
"ashmeadiella australis","","Multiple","Solitary",""
"ashmeadiella barberi","","Multiple","Solitary",""
"ashmeadiella bigeloviae","native","Multiple","Solitary",""
"ashmeadiella biscopula","","Multiple","Solitary",""
"ashmeadiella breviceps","","Multiple","Solitary",""
"ashmeadiella bucconis","native","Multiple","Solitary","Specialist"
"ashmeadiella cactorum","","Multiple","Solitary",""
"ashmeadiella californica","native","Multiple","Solitary","Specialist"
"ashmeadiella cazieri","","Multiple","Solitary",""
"ashmeadiella chumashae","","Multiple","Solitary",""
"ashmeadiella clypeodentata","","Multiple","Solitary",""
"ashmeadiella cockerelli","","Multiple","Solitary",""
"ashmeadiella cubiceps","native","Multiple","Solitary",""
"ashmeadiella difugita","","Multiple","Solitary",""
"ashmeadiella digiticauda","","Multiple","Solitary",""
"ashmeadiella dimalla","","Multiple","Solitary",""
"ashmeadiella erema","","Multiple","Solitary",""
"ashmeadiella eurynorhyncha","","Multiple","Solitary",""
"ashmeadiella femorata","native","Multiple","Solitary",""
"ashmeadiella floridana","native","Multiple","Solitary",""
"ashmeadiella foveata","","Multiple","Solitary","Generalist"
"ashmeadiella foxiella","","Multiple","Solitary",""
"ashmeadiella gillettei","","Multiple","Solitary",""
"ashmeadiella holtii","native","Multiple","Solitary",""
"ashmeadiella hurdiana","","Multiple","Solitary",""
"ashmeadiella inyoensis","native","Multiple","Solitary",""
"ashmeadiella lateralis","","Multiple","Solitary",""
"ashmeadiella leachi","","Multiple","Solitary",""
"ashmeadiella leucozona","","Multiple","Solitary",""
"ashmeadiella lutzi","","Multiple","Solitary",""
"ashmeadiella maxima","","Multiple","Solitary",""
"ashmeadiella meliloti","","Multiple","Solitary",""
"ashmeadiella micheneri","","Multiple","Solitary",""
"ashmeadiella neomexicana","","Multiple","Solitary",""
"ashmeadiella occipitalis","","Multiple","Solitary",""
"ashmeadiella opuntiae","","Multiple","Solitary",""
"ashmeadiella parkinsoniae","","Multiple","Solitary",""
"ashmeadiella pronitens","native","Multiple","Solitary",""
"ashmeadiella prosopidis","native","Multiple","Solitary",""
"ashmeadiella rhodognatha","native","Multiple","Solitary",""
"ashmeadiella rubrella","native","Multiple","Solitary",""
"ashmeadiella rufipes","","Multiple","Solitary",""
"ashmeadiella rufitarsis","","Multiple","Solitary",""
"ashmeadiella salviae","","Multiple","Solitary",""
"ashmeadiella sculleni","native","Multiple","Solitary",""
"ashmeadiella sonora","","Multiple","Solitary",""
"ashmeadiella stenognatha","","Multiple","Solitary",""
"ashmeadiella stevensi","","Multiple","Solitary",""
"ashmeadiella timberlakei","native","Multiple","Solitary",""
"ashmeadiella titusi","","Multiple","Solitary",""
"ashmeadiella truncativentris","","Multiple","Solitary",""
"ashmeadiella vandykiella","","Multiple","Solitary",""
"ashmeadiella xenomastax","native","Multiple","Solitary",""
"atoposmia abjecta","","Multiple","Solitary",""
"atoposmia anthodyta","","Multiple","Solitary",""
"atoposmia arizonensis","","Multiple","Solitary",""
"atoposmia beameri","","Multiple","Solitary",""
"atoposmia copelandica","","Multiple","Solitary",""
"atoposmia daleae","","Multiple","Solitary",""
"atoposmia elongata","","Multiple","Solitary",""
"atoposmia enceliae","","Multiple","Solitary",""
"atoposmia hebitis","","Multiple","Solitary",""
"atoposmia hemizoniae","","Multiple","Solitary",""
"atoposmia hypostomalis","","Multiple","Solitary",""
"atoposmia maryae","","Multiple","Solitary",""
"atoposmia mirifica","","Multiple","Solitary",""
"atoposmia namatophila","","Multiple","Solitary",""
"atoposmia nitidivitta","","Multiple","Solitary",""
"atoposmia oregona","","Multiple","Solitary",""
"atoposmia panamintensis","","Multiple","Solitary",""
"atoposmia phaceliarum","","Multiple","Solitary",""
"atoposmia pycnognatha","","Multiple","Solitary",""
"atoposmia robustula","","Multiple","Solitary",""
"atoposmia rupestris","","Multiple","Solitary",""
"atoposmia segregata","","Multiple","Solitary",""
"atoposmia timberlakei","","Multiple","Solitary",""
"atoposmia triodonta","","Multiple","Solitary",""
"atoposmia viguierae","","Multiple","Solitary",""
"augochlora antonita","","Wood","Solitary",""
"augochlora aurifera","","Wood","Solitary",""
"augochlora azteca","","Multiple","Solitary",""
"augochlora buscki","","Wood","Solitary",""
"augochlora caerulior","","Wood","Solitary",""
"augochlora haitiensis","","Multiple","Solitary",""
"augochlora mourei","","Wood","Solitary",""
"augochlora nigrocyanea","","Wood","Solitary",""
"augochlora notialis","","Multiple","Solitary",""
"augochlora perimelas","","Wood","Solitary",""
"augochlora pura","native","Wood","Solitary","Generalist"
"augochlorella aurata","native","Ground","Primitively Eusocial","Generalist"
"augochlorella bracteata","native","Ground","Primitively Eusocial","Generalist"
"augochlorella gratiosa","native","Ground","Primitively Eusocial","Generalist"
"augochlorella karankawa","","Ground","Primitively Eusocial",""
"augochlorella neglectula","native","Ground","Primitively Eusocial",""
"augochlorella persimilis","native","Ground","Primitively Eusocial","Generalist"
"augochlorella pomoniella","native","Ground","Primitively Eusocial",""
"augochloropsis anonyma","native","Ground","Communal","Generalist"
"augochloropsis metallica","native","Ground","Communal","Generalist"
"augochloropsis sumptuosa","native","Ground","Communal","Generalist"
"bombus affinis","native","Ground","Primitively Eusocial","Generalist"
"bombus appositus","native","Cavity","Primitively Eusocial","Generalist"
"bombus ashtoni","native","Host Nest","Parasitic","Generalist"
"bombus atratus","introduced","Multiple","Primitively Eusocial","Generalist"
"bombus auricomus","native","Open","Primitively Eusocial","Generalist"
"bombus balteatus","native","Cavity","Primitively Eusocial","Generalist"
"bombus bifarius","native","Cavity","Primitively Eusocial","Generalist"
"bombus bimaculatus","native","Cavity","Primitively Eusocial","Generalist"
"bombus bohemicus","introduced","Host Nest","Parasitic","Generalist"
"bombus borealis","native","Cavity","Primitively Eusocial","Generalist"
"bombus braccatus","","","","Generalist"
"bombus californicus","native","Cavity","Primitively Eusocial","Generalist"
"bombus caliginosus","native","Cavity","Primitively Eusocial","Generalist"
"bombus centralis","native","Cavity","Primitively Eusocial","Generalist"
"bombus citrinus","native","Host Nest","Parasitic","Generalist"
"bombus cockerelli","native","Cavity","Primitively Eusocial","Generalist"
"bombus crotchii","native","Cavity","Primitively Eusocial","Generalist"
"bombus distinguendus","introduced","Cavity","Primitively Eusocial","Generalist"
"bombus excellens","","","","Generalist"
"bombus ferganicus","","","","Generalist"
"bombus fernaldae","native","Host Nest","Parasitic","Generalist"
"bombus fervidus","native","Cavity","Primitively Eusocial","Generalist"
"bombus flavidus","introduced","Host Nest","Parasitic","Generalist"
"bombus flavifrons","native","Cavity","Primitively Eusocial","Generalist"
"bombus franklini","native","Cavity","Primitively Eusocial","Generalist"
"bombus fraternus","native","Cavity","Primitively Eusocial","Generalist"
"bombus frigidus","native","Cavity","Primitively Eusocial","Generalist"
